,age,workclass,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,salary
21118,20,private,hs-grad,9,never-married,craft-repair,own-child,white,male,0,0,25,united-states,<=50k
21119,53,federal-gov,hs-grad,9,divorced,tech-support,unmarried,white,male,0,0,40,united-states,<=50k
21120,32,private,some-college,10,never-married,adm-clerical,not-in-family,white,female,0,0,40,united-states,<=50k
21121,68,self-emp-not-inc,some-college,10,married-civ-spouse,other-service,husband,white,male,0,0,30,united-states,<=50k
21122,28,private,some-college,10,separated,other-service,unmarried,white,female,0,0,15,united-states,<=50k
21123,28,private,some-college,10,married-civ-spouse,transport-moving,husband,white,male,0,0,40,el-salvador,<=50k
21124,54,private,some-college,10,married-civ-spouse,prof-specialty,husband,black,male,0,0,56,haiti,>50k
21127,25,private,some-college,10,married-civ-spouse,craft-repair,husband,white,male,0,0,40,united-states,<=50k
21128,30,private,masters,14,married-civ-spouse,prof-specialty,husband,asian-pac-islander,male,0,0,50,india,>50k
21129,33,private,some-college,10,never-married,other-service,not-in-family,white,male,0,0,32,united-states,<=50k
21130,49,private,bachelors,13,never-married,tech-support,unmarried,asian-pac-islander,female,0,0,40,india,<=50k
21131,58,private,7th-8th,4,widowed,other-service,not-in-family,other,female,0,0,30,united-states,<=50k
21132,45,private,assoc-voc,11,married-civ-spouse,prof-specialty,husband,white,male,0,0,24,united-states,>50k
21133,67,private,7th-8th,4,married-civ-spouse,transport-moving,husband,black,male,10566,0,40,united-states,<=50k
21135,69,self-emp-inc,hs-grad,9,married-civ-spouse,other-service,husband,white,male,0,0,40,united-states,>50k
21136,61,private,hs-grad,9,divorced,exec-managerial,not-in-family,white,female,0,0,40,united-states,<=50k
21137,34,private,some-college,10,married-civ-spouse,craft-repair,husband,white,male,0,0,40,united-states,<=50k
21138,28,private,some-college,10,married-civ-spouse,craft-repair,husband,white,male,0,0,45,united-states,<=50k
21139,19,private,hs-grad,9,never-married,machine-op-inspct,own-child,white,female,0,0,34,united-states,<=50k
21140,31,self-emp-not-inc,some-college,10,married-civ-spouse,craft-repair,husband,white,male,0,0,40,united-states,<=50k
21141,32,federal-gov,some-college,10,never-married,exec-managerial,not-in-family,white,male,0,0,40,united-states,<=50k
21143,53,private,assoc-acdm,12,never-married,exec-managerial,not-in-family,white,female,0,0,60,united-states,<=50k
21144,46,private,hs-grad,9,never-married,adm-clerical,unmarried,white,female,0,0,37,united-states,<=50k
21145,43,self-emp-not-inc,7th-8th,4,married-civ-spouse,farming-fishing,husband,white,male,4508,0,40,cuba,<=50k
21147,39,private,some-college,10,married-civ-spouse,farming-fishing,husband,white,male,0,2415,99,united-states,>50k
21148,59,private,7th-8th,4,divorced,transport-moving,not-in-family,white,male,0,0,40,united-states,<=50k
21149,19,private,some-college,10,never-married,sales,own-child,white,female,0,0,38,united-states,<=50k
21150,40,private,some-college,10,married-civ-spouse,machine-op-inspct,husband,white,male,0,0,40,united-states,>50k
21151,63,self-emp-inc,10th,6,married-civ-spouse,farming-fishing,husband,white,male,0,0,50,united-states,<=50k
21153,46,private,some-college,10,divorced,sales,unmarried,white,female,0,0,40,united-states,<=50k
21154,22,private,10th,6,never-married,machine-op-inspct,unmarried,white,male,0,0,40,united-states,<=50k
21155,36,private,assoc-acdm,12,never-married,prof-specialty,not-in-family,white,male,0,1669,45,united-states,<=50k
21156,57,private,some-college,10,married-civ-spouse,craft-repair,husband,white,male,0,0,40,united-states,>50k
21157,58,private,hs-grad,9,never-married,other-service,other-relative,white,male,0,0,25,united-states,<=50k
21159,59,private,some-college,10,married-civ-spouse,transport-moving,husband,white,male,3103,0,35,united-states,>50k
21160,36,private,hs-grad,9,married-civ-spouse,craft-repair,husband,white,male,0,0,45,united-states,<=50k
21161,29,private,masters,14,married-civ-spouse,exec-managerial,husband,white,male,0,0,45,germany,<=50k
21162,49,self-emp-inc,bachelors,13,divorced,prof-specialty,unmarried,white,male,6497,0,45,united-states,<=50k
21163,42,private,assoc-acdm,12,married-civ-spouse,sales,husband,white,male,0,0,55,united-states,>50k
21164,43,local-gov,some-college,10,married-civ-spouse,transport-moving,husband,white,male,0,0,17,united-states,<=50k
21165,46,private,hs-grad,9,married-civ-spouse,exec-managerial,husband,white,male,0,0,40,united-states,<=50k
21166,43,local-gov,some-college,10,never-married,exec-managerial,not-in-family,white,female,0,0,12,united-states,<=50k
21167,40,private,assoc-acdm,12,divorced,transport-moving,unmarried,white,female,0,0,40,united-states,<=50k
21168,43,private,12th,8,married-civ-spouse,transport-moving,husband,white,male,0,0,40,united-states,<=50k
21169,48,private,hs-grad,9,widowed,adm-clerical,not-in-family,white,female,0,0,32,united-states,<=50k
21170,26,private,hs-grad,9,never-married,handlers-cleaners,own-child,black,male,0,0,28,united-states,<=50k
21171,30,private,assoc-voc,11,married-civ-spouse,adm-clerical,wife,white,female,0,0,35,united-states,<=50k
21172,58,private,some-college,10,married-civ-spouse,sales,husband,white,male,0,1887,40,united-states,>50k
21173,43,private,hs-grad,9,divorced,farming-fishing,not-in-family,black,male,0,0,40,united-states,<=50k
21174,53,local-gov,hs-grad,9,married-civ-spouse,other-service,husband,black,male,0,0,40,united-states,<=50k
21175,74,state-gov,some-college,10,separated,sales,not-in-family,white,male,0,0,16,united-states,<=50k
21177,45,private,bachelors,13,married-civ-spouse,prof-specialty,husband,white,male,0,0,40,united-states,>50k
21178,32,state-gov,5th-6th,3,never-married,machine-op-inspct,own-child,white,female,0,0,10,united-states,<=50k
21180,38,private,some-college,10,married-civ-spouse,sales,wife,white,female,0,0,40,united-states,>50k
21181,42,self-emp-not-inc,bachelors,13,married-civ-spouse,sales,husband,white,male,0,0,40,united-states,>50k
21182,24,local-gov,some-college,10,never-married,protective-serv,unmarried,other,male,1151,0,40,united-states,<=50k
21183,63,private,hs-grad,9,married-civ-spouse,sales,husband,white,male,0,0,35,united-states,<=50k
21184,25,local-gov,some-college,10,never-married,adm-clerical,own-child,black,female,0,0,35,united-states,<=50k
21185,37,private,some-college,10,married-civ-spouse,craft-repair,husband,black,male,0,0,40,united-states,<=50k
21186,28,self-emp-not-inc,hs-grad,9,married-civ-spouse,craft-repair,husband,white,male,0,0,40,italy,<=50k
21187,31,private,some-college,10,married-civ-spouse,other-service,husband,white,male,0,0,40,united-states,<=50k
21188,46,private,prof-school,15,married-civ-spouse,prof-specialty,husband,white,male,99999,0,50,united-states,>50k
21189,44,private,bachelors,13,divorced,sales,unmarried,white,male,0,0,44,united-states,>50k
21190,42,local-gov,masters,14,never-married,prof-specialty,not-in-family,white,female,0,0,40,united-states,>50k
21191,45,private,doctorate,16,separated,exec-managerial,unmarried,white,male,0,0,40,united-states,>50k
21192,52,private,bachelors,13,divorced,sales,not-in-family,white,male,0,0,60,united-states,<=50k
21193,40,private,bachelors,13,married-civ-spouse,exec-managerial,husband,white,male,0,0,40,united-states,>50k
21194,26,private,hs-grad,9,never-married,sales,own-child,white,male,0,0,40,united-states,<=50k
21196,17,private,10th,6,never-married,other-service,own-child,white,female,0,0,14,united-states,<=50k
21197,27,private,some-college,10,married-civ-spouse,other-service,husband,white,male,0,0,40,united-states,<=50k
21198,71,self-emp-inc,some-college,10,married-civ-spouse,exec-managerial,husband,white,male,20051,0,50,united-states,>50k
21199,35,private,bachelors,13,married-civ-spouse,prof-specialty,husband,white,male,0,0,50,united-states,<=50k
21200,17,private,10th,6,never-married,other-service,own-child,white,male,0,0,16,united-states,<=50k
21201,26,private,hs-grad,9,married-civ-spouse,transport-moving,husband,white,male,0,0,52,united-states,>50k
21202,22,private,some-college,10,never-married,machine-op-inspct,not-in-family,white,female,0,0,35,united-states,<=50k
21203,51,private,bachelors,13,married-civ-spouse,exec-managerial,husband,white,male,0,0,60,united-states,>50k
21204,33,private,some-college,10,married-civ-spouse,craft-repair,husband,white,male,0,0,40,united-states,<=50k
21205,41,local-gov,assoc-acdm,12,married-civ-spouse,exec-managerial,husband,black,male,0,0,50,united-states,>50k
21206,50,private,masters,14,married-civ-spouse,exec-managerial,husband,white,male,0,0,50,united-states,>50k
21207,26,private,hs-grad,9,married-civ-spouse,adm-clerical,wife,white,female,0,0,40,united-states,<=50k
21208,21,private,hs-grad,9,never-married,handlers-cleaners,not-in-family,black,female,0,0,40,united-states,<=50k
21209,53,private,hs-grad,9,married-civ-spouse,machine-op-inspct,husband,white,male,0,0,40,united-states,>50k
21210,32,self-emp-inc,hs-grad,9,married-civ-spouse,exec-managerial,husband,white,male,0,0,40,united-states,>50k
21211,19,private,some-college,10,never-married,sales,own-child,white,female,0,0,20,united-states,<=50k
21212,22,private,bachelors,13,never-married,adm-clerical,own-child,white,female,0,0,35,united-states,<=50k
21213,58,private,hs-grad,9,married-civ-spouse,exec-managerial,husband,white,male,15024,0,60,united-states,>50k
21214,47,federal-gov,bachelors,13,married-spouse-absent,exec-managerial,not-in-family,white,male,0,0,60,united-states,>50k
21215,51,self-emp-inc,some-college,10,married-civ-spouse,exec-managerial,husband,white,male,0,0,45,united-states,>50k
21216,42,state-gov,bachelors,13,married-civ-spouse,exec-managerial,husband,white,male,0,0,48,united-states,>50k
21217,28,private,bachelors,13,never-married,exec-managerial,own-child,white,male,0,0,40,united-states,<=50k
21218,29,private,hs-grad,9,married-civ-spouse,adm-clerical,wife,asian-pac-islander,female,0,0,35,vietnam,<=50k
21219,50,private,hs-grad,9,married-civ-spouse,exec-managerial,husband,white,male,0,0,50,united-states,>50k
21220,22,private,some-college,10,never-married,other-service,not-in-family,white,female,0,0,30,united-states,<=50k
21221,47,self-emp-not-inc,some-college,10,divorced,other-service,not-in-family,white,female,0,0,45,united-states,<=50k
21222,60,private,some-college,10,widowed,sales,unmarried,white,female,0,0,27,united-states,<=50k
21223,46,self-emp-not-inc,hs-grad,9,married-civ-spouse,sales,own-child,white,female,7298,0,40,united-states,>50k
21224,58,self-emp-inc,bachelors,13,married-civ-spouse,prof-specialty,husband,white,male,0,0,60,united-states,>50k
21225,62,private,some-college,10,widowed,adm-clerical,not-in-family,white,female,0,0,40,united-states,<=50k
21227,59,private,hs-grad,9,widowed,machine-op-inspct,not-in-family,white,female,0,0,40,united-states,<=50k
21228,41,private,hs-grad,9,separated,other-service,unmarried,white,female,0,0,40,mexico,<=50k
21229,31,private,hs-grad,9,married-civ-spouse,adm-clerical,wife,white,female,0,0,37,united-states,<=50k
21230,18,private,hs-grad,9,never-married,adm-clerical,own-child,white,female,0,0,40,united-states,<=50k
21231,64,self-emp-not-inc,hs-grad,9,married-civ-spouse,craft-repair,husband,white,male,0,0,50,united-states,<=50k
21232,51,self-emp-not-inc,hs-grad,9,married-civ-spouse,transport-moving,husband,white,male,0,0,65,united-states,<=50k
21233,47,self-emp-not-inc,bachelors,13,never-married,sales,not-in-family,white,male,0,0,35,united-states,<=50k
21234,68,private,bachelors,13,widowed,sales,not-in-family,white,male,0,0,35,united-states,>50k
21235,32,private,hs-grad,9,married-civ-spouse,other-service,wife,other,female,0,0,40,united-states,<=50k
21236,39,private,9th,5,married-civ-spouse,handlers-cleaners,husband,white,male,0,0,43,mexico,<=50k
21237,37,private,assoc-acdm,12,divorced,exec-managerial,not-in-family,white,female,0,0,48,united-states,<=50k
21238,29,private,hs-grad,9,never-married,other-service,own-child,white,female,0,0,40,united-states,<=50k
21239,44,private,hs-grad,9,married-civ-spouse,farming-fishing,husband,other,male,0,0,40,united-states,<=50k
21240,46,private,prof-school,15,married-civ-spouse,prof-specialty,husband,white,male,0,0,40,united-states,>50k
21241,40,self-emp-not-inc,9th,5,married-civ-spouse,craft-repair,husband,white,male,0,0,40,united-states,>50k
21244,52,local-gov,bachelors,13,married-civ-spouse,adm-clerical,wife,white,female,0,0,40,united-states,>50k
21245,40,private,bachelors,13,married-civ-spouse,exec-managerial,husband,white,male,0,0,40,united-states,>50k
21246,61,private,9th,5,divorced,other-service,not-in-family,white,male,0,0,40,united-states,<=50k
21247,30,private,hs-grad,9,married-civ-spouse,exec-managerial,husband,white,male,0,0,50,united-states,<=50k
21248,61,self-emp-not-inc,11th,7,married-civ-spouse,other-service,husband,white,male,0,0,40,united-states,<=50k
21249,33,private,assoc-voc,11,married-civ-spouse,transport-moving,husband,white,male,0,0,84,united-states,>50k
21250,32,local-gov,bachelors,13,married-civ-spouse,prof-specialty,husband,white,male,0,0,65,united-states,>50k
21251,32,private,assoc-acdm,12,never-married,adm-clerical,not-in-family,white,female,0,0,40,united-states,<=50k
21252,32,self-emp-not-inc,bachelors,13,divorced,prof-specialty,other-relative,white,male,0,0,35,united-states,>50k
21253,37,private,hs-grad,9,divorced,sales,not-in-family,white,male,0,0,40,united-states,<=50k
21254,53,private,11th,7,married-civ-spouse,craft-repair,husband,white,male,0,0,45,united-states,<=50k
21255,51,self-emp-inc,masters,14,married-civ-spouse,sales,husband,white,male,0,0,40,united-states,>50k
21256,29,private,assoc-voc,11,never-married,sales,not-in-family,black,male,0,0,45,united-states,<=50k
21257,48,private,hs-grad,9,married-civ-spouse,machine-op-inspct,husband,white,male,0,0,40,united-states,<=50k
21258,69,private,hs-grad,9,never-married,transport-moving,not-in-family,white,male,15831,0,40,united-states,>50k
21259,28,private,masters,14,never-married,tech-support,not-in-family,white,female,0,0,40,united-states,<=50k
21260,55,local-gov,bachelors,13,widowed,prof-specialty,not-in-family,white,female,0,0,40,united-states,>50k
21261,45,private,assoc-voc,11,married-civ-spouse,craft-repair,husband,white,male,15024,0,40,united-states,>50k
21262,18,private,some-college,10,never-married,other-service,own-child,white,female,0,0,20,united-states,<=50k
21263,60,private,7th-8th,4,married-civ-spouse,craft-repair,husband,white,male,0,0,40,united-states,<=50k
21265,19,private,some-college,10,never-married,adm-clerical,own-child,white,male,0,0,10,united-states,<=50k
21266,18,private,11th,7,never-married,craft-repair,own-child,white,male,0,0,25,united-states,<=50k
21267,33,private,some-college,10,married-civ-spouse,other-service,husband,white,male,0,0,40,united-states,<=50k
21268,33,private,some-college,10,divorced,tech-support,unmarried,white,female,0,0,40,united-states,<=50k
21269,29,private,masters,14,never-married,prof-specialty,not-in-family,white,female,0,0,45,united-states,<=50k
21270,37,private,some-college,10,married-civ-spouse,sales,husband,white,male,0,0,45,united-states,<=50k
21271,50,private,hs-grad,9,married-civ-spouse,transport-moving,husband,white,male,0,0,50,united-states,>50k
21273,28,private,10th,6,widowed,adm-clerical,unmarried,white,female,0,2238,35,united-states,<=50k
21275,23,private,some-college,10,never-married,other-service,own-child,white,female,0,0,35,united-states,<=50k
21276,47,private,7th-8th,4,married-civ-spouse,craft-repair,husband,white,male,0,0,40,united-states,<=50k
21277,21,private,some-college,10,never-married,tech-support,own-child,white,male,0,0,35,united-states,<=50k
21278,19,private,some-college,10,never-married,other-service,own-child,white,female,0,0,12,united-states,<=50k
21279,47,local-gov,bachelors,13,married-civ-spouse,prof-specialty,wife,white,female,0,0,50,united-states,>50k
21280,36,federal-gov,masters,14,married-civ-spouse,prof-specialty,husband,white,male,0,0,40,united-states,>50k
21281,62,self-emp-inc,bachelors,13,married-civ-spouse,farming-fishing,husband,white,male,0,2415,60,united-states,>50k
21282,65,private,hs-grad,9,married-civ-spouse,tech-support,husband,white,male,0,0,40,united-states,>50k
21283,46,self-emp-not-inc,prof-school,15,married-civ-spouse,prof-specialty,husband,white,male,0,1902,45,united-states,>50k
21284,35,private,11th,7,never-married,craft-repair,own-child,white,male,6849,0,40,united-states,<=50k
21285,50,private,9th,5,married-civ-spouse,machine-op-inspct,husband,white,male,0,0,40,united-states,<=50k
21286,20,private,some-college,10,never-married,sales,own-child,white,female,0,0,6,united-states,<=50k
21287,17,private,11th,7,never-married,adm-clerical,own-child,white,female,0,0,16,united-states,<=50k
21288,33,private,some-college,10,married-civ-spouse,craft-repair,husband,white,male,0,1740,40,united-states,<=50k
21290,53,self-emp-not-inc,bachelors,13,married-civ-spouse,prof-specialty,husband,white,male,0,0,50,united-states,<=50k
21291,47,self-emp-inc,bachelors,13,married-civ-spouse,sales,husband,white,male,0,0,40,united-states,>50k
21292,62,self-emp-inc,masters,14,married-civ-spouse,sales,husband,white,male,0,0,35,united-states,<=50k
21293,35,private,hs-grad,9,divorced,other-service,not-in-family,black,male,0,0,40,united-states,<=50k
21294,27,private,bachelors,13,never-married,adm-clerical,not-in-family,white,female,0,0,43,united-states,<=50k
21295,23,private,hs-grad,9,never-married,tech-support,own-child,white,male,0,0,50,united-states,<=50k
21296,27,private,masters,14,never-married,prof-specialty,not-in-family,white,female,0,1504,45,united-states,<=50k
21297,39,private,assoc-voc,11,divorced,adm-clerical,unmarried,white,female,0,0,40,united-states,<=50k
21298,25,private,bachelors,13,married-civ-spouse,adm-clerical,wife,black,female,0,0,38,united-states,<=50k
21299,24,private,some-college,10,never-married,exec-managerial,not-in-family,black,female,0,0,20,united-states,<=50k
21300,23,private,hs-grad,9,married-civ-spouse,other-service,husband,white,male,0,0,40,united-states,<=50k
21301,29,private,bachelors,13,married-civ-spouse,prof-specialty,wife,white,female,0,0,35,united-states,>50k
21302,30,private,bachelors,13,married-civ-spouse,prof-specialty,wife,white,female,0,0,38,united-states,<=50k
21303,34,private,hs-grad,9,separated,craft-repair,not-in-family,white,male,0,0,45,portugal,<=50k
21304,32,private,10th,6,separated,craft-repair,unmarried,white,female,0,0,40,united-states,<=50k
21305,18,private,11th,7,never-married,other-service,own-child,black,male,0,1602,23,united-states,<=50k
21306,20,private,assoc-voc,11,never-married,sales,not-in-family,black,female,0,0,35,united-states,<=50k
21307,38,state-gov,bachelors,13,married-civ-spouse,prof-specialty,husband,white,male,0,0,45,united-states,>50k
21308,18,private,12th,8,never-married,other-service,own-child,white,female,0,0,20,united-states,<=50k
21309,41,private,9th,5,married-civ-spouse,craft-repair,husband,white,male,0,0,40,united-states,<=50k
21310,21,private,assoc-voc,11,never-married,other-service,not-in-family,white,female,0,0,50,united-states,<=50k
21311,36,state-gov,hs-grad,9,married-civ-spouse,protective-serv,husband,white,male,0,0,48,united-states,>50k
21312,61,private,some-college,10,divorced,other-service,not-in-family,white,female,0,0,30,united-states,<=50k
21313,30,private,some-college,10,married-civ-spouse,machine-op-inspct,husband,white,male,0,0,48,united-states,<=50k
21314,26,private,some-college,10,married-civ-spouse,adm-clerical,husband,white,male,0,0,40,united-states,>50k
21315,27,private,bachelors,13,married-civ-spouse,tech-support,wife,white,female,0,0,40,united-states,>50k
21316,45,private,hs-grad,9,married-civ-spouse,machine-op-inspct,husband,white,male,0,0,45,united-states,>50k
21317,47,private,hs-grad,9,divorced,adm-clerical,not-in-family,white,female,0,0,38,united-states,<=50k
21318,19,private,some-college,10,never-married,adm-clerical,own-child,white,female,0,0,10,united-states,<=50k
21319,29,private,hs-grad,9,never-married,adm-clerical,not-in-family,white,female,0,0,55,united-states,<=50k
21320,51,self-emp-inc,hs-grad,9,married-civ-spouse,exec-managerial,husband,white,male,0,0,70,united-states,>50k
21321,34,local-gov,assoc-acdm,12,married-civ-spouse,prof-specialty,husband,white,male,0,0,60,united-states,<=50k
21322,42,self-emp-not-inc,hs-grad,9,married-civ-spouse,sales,husband,white,male,3908,0,45,united-states,<=50k
21323,26,private,5th-6th,3,never-married,farming-fishing,other-relative,black,male,0,0,40,mexico,<=50k
21324,20,state-gov,some-college,10,never-married,handlers-cleaners,not-in-family,white,male,0,0,15,united-states,<=50k
21325,43,private,assoc-acdm,12,never-married,prof-specialty,not-in-family,white,male,0,0,50,united-states,>50k
21326,20,private,some-college,10,never-married,other-service,own-child,white,female,0,0,20,united-states,<=50k
21327,27,private,hs-grad,9,married-civ-spouse,exec-managerial,husband,white,male,0,0,50,united-states,<=50k
21328,46,federal-gov,some-college,10,married-civ-spouse,craft-repair,husband,white,male,0,0,40,united-states,>50k
21329,39,private,hs-grad,9,never-married,transport-moving,own-child,white,male,0,0,40,united-states,<=50k
21330,33,private,some-college,10,never-married,adm-clerical,not-in-family,white,male,0,0,49,united-states,<=50k
21331,42,private,assoc-voc,11,married-civ-spouse,adm-clerical,husband,white,male,0,0,32,united-states,<=50k
21332,23,private,hs-grad,9,never-married,adm-clerical,own-child,white,male,0,0,25,united-states,<=50k
21333,29,private,bachelors,13,married-civ-spouse,exec-managerial,wife,white,female,0,0,42,united-states,>50k
21334,27,private,hs-grad,9,never-married,transport-moving,own-child,white,male,0,0,60,united-states,<=50k
21335,43,self-emp-not-inc,hs-grad,9,divorced,craft-repair,own-child,white,male,0,0,35,united-states,<=50k
21336,23,private,some-college,10,never-married,handlers-cleaners,not-in-family,white,male,0,0,40,united-states,<=50k
21337,40,local-gov,masters,14,divorced,prof-specialty,unmarried,white,female,0,0,44,united-states,<=50k
21338,35,local-gov,some-college,10,married-civ-spouse,protective-serv,husband,white,male,0,0,61,united-states,>50k
21339,30,private,hs-grad,9,never-married,sales,other-relative,white,male,0,0,40,united-states,<=50k
21340,59,private,11th,7,married-civ-spouse,transport-moving,husband,amer-indian-eskimo,male,0,0,40,united-states,<=50k
21341,65,self-emp-not-inc,some-college,10,married-civ-spouse,exec-managerial,husband,white,male,2290,0,40,united-states,<=50k
21342,28,private,masters,14,married-civ-spouse,prof-specialty,husband,white,male,0,0,60,united-states,<=50k
21343,79,private,bachelors,13,married-civ-spouse,sales,husband,white,male,0,0,40,united-states,<=50k
21344,43,local-gov,masters,14,married-civ-spouse,prof-specialty,wife,black,female,0,0,35,united-states,>50k
21345,54,private,7th-8th,4,married-civ-spouse,machine-op-inspct,husband,white,male,0,0,40,united-states,<=50k
21346,27,private,hs-grad,9,married-civ-spouse,handlers-cleaners,husband,white,male,0,0,62,united-states,<=50k
21347,30,private,bachelors,13,married-civ-spouse,prof-specialty,husband,white,male,15024,0,35,united-states,>50k
21349,34,private,hs-grad,9,married-spouse-absent,other-service,unmarried,white,female,0,0,65,united-states,<=50k
21350,18,private,11th,7,never-married,prof-specialty,other-relative,white,male,0,0,3,united-states,<=50k
21351,40,self-emp-not-inc,assoc-voc,11,married-civ-spouse,prof-specialty,wife,white,female,0,1977,15,united-states,>50k
21352,28,private,9th,5,married-civ-spouse,sales,husband,white,male,4508,0,40,united-states,<=50k
21353,18,private,hs-grad,9,never-married,adm-clerical,own-child,white,female,0,0,40,united-states,<=50k
21354,46,private,some-college,10,married-civ-spouse,craft-repair,husband,white,male,0,0,40,united-states,<=50k
21355,23,private,hs-grad,9,never-married,adm-clerical,own-child,white,female,0,0,35,united-states,<=50k
21357,41,federal-gov,masters,14,married-civ-spouse,exec-managerial,husband,white,male,0,1848,40,united-states,>50k
21358,48,private,some-college,10,divorced,exec-managerial,not-in-family,white,male,0,0,50,united-states,>50k
21359,29,private,bachelors,13,never-married,prof-specialty,not-in-family,white,male,0,0,50,united-states,<=50k
21360,41,private,11th,7,divorced,handlers-cleaners,unmarried,white,female,0,0,40,united-states,<=50k
21361,41,private,9th,5,separated,other-service,not-in-family,white,male,0,0,40,united-states,<=50k
21362,34,private,assoc-acdm,12,married-civ-spouse,prof-specialty,husband,white,male,0,0,55,united-states,<=50k
21363,49,self-emp-not-inc,assoc-acdm,12,divorced,sales,not-in-family,white,male,0,0,50,united-states,<=50k
21364,49,private,hs-grad,9,separated,sales,unmarried,white,male,0,0,50,united-states,<=50k
21365,30,private,hs-grad,9,never-married,handlers-cleaners,not-in-family,white,male,0,0,40,united-states,<=50k
21366,28,private,bachelors,13,never-married,sales,not-in-family,white,male,0,0,40,united-states,<=50k
21367,62,state-gov,bachelors,13,married-civ-spouse,exec-managerial,husband,white,male,0,0,40,united-states,<=50k
21368,41,private,some-college,10,married-civ-spouse,prof-specialty,husband,white,male,0,0,52,united-states,<=50k
21369,20,private,some-college,10,never-married,craft-repair,not-in-family,white,male,0,0,40,united-states,<=50k
21370,61,private,preschool,1,married-spouse-absent,other-service,not-in-family,asian-pac-islander,male,0,0,40,china,<=50k
21371,30,private,bachelors,13,never-married,tech-support,not-in-family,white,male,0,0,60,hungary,<=50k
21372,29,federal-gov,prof-school,15,never-married,prof-specialty,not-in-family,white,female,0,0,55,united-states,<=50k
21373,50,private,masters,14,divorced,sales,not-in-family,white,female,0,1590,45,united-states,<=50k
21374,44,federal-gov,hs-grad,9,married-civ-spouse,craft-repair,husband,white,male,0,0,40,united-states,>50k
21375,25,private,bachelors,13,married-civ-spouse,prof-specialty,husband,white,male,0,0,45,united-states,>50k
21376,62,private,assoc-voc,11,divorced,sales,not-in-family,white,female,0,0,40,united-states,<=50k
21377,57,private,some-college,10,widowed,machine-op-inspct,unmarried,white,female,0,0,40,united-states,<=50k
21378,35,private,bachelors,13,never-married,exec-managerial,not-in-family,white,male,0,0,45,united-states,<=50k
21379,26,private,bachelors,13,never-married,sales,not-in-family,white,female,0,0,40,united-states,<=50k
21380,60,private,7th-8th,4,married-civ-spouse,machine-op-inspct,wife,white,female,0,0,40,united-states,<=50k
21381,22,private,some-college,10,married-civ-spouse,craft-repair,husband,white,male,0,0,40,united-states,<=50k
21383,26,private,hs-grad,9,never-married,craft-repair,not-in-family,white,male,0,0,40,united-states,<=50k
21384,26,private,some-college,10,never-married,adm-clerical,own-child,white,male,0,0,20,united-states,<=50k
21385,44,private,bachelors,13,married-civ-spouse,sales,husband,white,male,7688,0,40,united-states,>50k
21386,32,private,bachelors,13,never-married,exec-managerial,not-in-family,white,male,0,0,40,united-states,<=50k
21387,66,self-emp-not-inc,bachelors,13,married-civ-spouse,sales,husband,white,male,0,0,50,united-states,<=50k
21388,24,private,preschool,1,never-married,machine-op-inspct,own-child,white,female,0,0,30,united-states,<=50k
21389,19,private,some-college,10,never-married,other-service,own-child,white,male,0,0,25,united-states,<=50k
21390,54,self-emp-inc,bachelors,13,married-civ-spouse,exec-managerial,husband,white,male,0,0,50,united-states,>50k
21391,37,private,hs-grad,9,never-married,machine-op-inspct,not-in-family,white,male,0,0,40,united-states,<=50k
21392,38,private,bachelors,13,married-civ-spouse,exec-managerial,husband,white,male,0,0,50,united-states,>50k
21395,34,private,some-college,10,married-civ-spouse,sales,husband,white,male,0,0,25,united-states,<=50k
21396,35,self-emp-not-inc,hs-grad,9,divorced,craft-repair,own-child,amer-indian-eskimo,male,0,0,15,united-states,<=50k
21397,42,federal-gov,masters,14,married-civ-spouse,prof-specialty,husband,white,male,0,0,40,united-states,<=50k
21398,47,federal-gov,bachelors,13,married-civ-spouse,exec-managerial,wife,white,female,0,0,40,united-states,>50k
21399,29,self-emp-inc,bachelors,13,divorced,prof-specialty,not-in-family,white,female,0,0,80,united-states,<=50k
21400,34,private,hs-grad,9,never-married,tech-support,not-in-family,white,male,0,0,40,united-states,<=50k
21401,38,self-emp-inc,bachelors,13,married-civ-spouse,prof-specialty,husband,white,male,0,0,70,united-states,>50k
21402,62,self-emp-inc,hs-grad,9,divorced,exec-managerial,not-in-family,black,male,0,0,40,united-states,<=50k
21403,35,private,hs-grad,9,married-civ-spouse,craft-repair,husband,white,male,0,0,40,united-states,<=50k
21404,37,private,hs-grad,9,married-civ-spouse,adm-clerical,wife,white,female,0,0,40,united-states,<=50k
21405,47,private,hs-grad,9,married-civ-spouse,farming-fishing,husband,white,male,0,0,40,united-states,<=50k
21406,37,private,some-college,10,married-civ-spouse,craft-repair,husband,white,male,0,0,40,united-states,<=50k
21407,22,private,assoc-voc,11,never-married,priv-house-serv,not-in-family,white,female,0,0,30,united-states,<=50k
21408,60,self-emp-inc,11th,7,married-civ-spouse,transport-moving,husband,white,male,0,0,40,united-states,>50k
21409,31,private,some-college,10,married-civ-spouse,craft-repair,husband,white,male,0,0,40,united-states,<=50k
21411,63,private,hs-grad,9,married-civ-spouse,craft-repair,husband,white,male,0,0,40,united-states,<=50k
21412,30,private,11th,7,married-civ-spouse,machine-op-inspct,husband,white,male,0,0,40,united-states,<=50k
21414,40,self-emp-inc,prof-school,15,married-civ-spouse,prof-specialty,husband,white,male,15024,0,40,united-states,>50k
